story_id,name,story_text
2124,Куда сдавать вещи ,"["""",""Куда сдавать ненужные вещи"",""В наших шкафах пылится много одежды, которую мы не надеваем годами, но выкидывать ее не хочется. Рассказываем, куда отдать свои вещи, чтобы помочь нуждающимся"",""Charity Shop"",""В четыре московских пункта можно принести ненужную одежду и аксессуары в хорошем состоянии. Они пойдут в благотворительные фонды или на продажу в секонд-хенды."",""Сайт"",""Добрые вещи"",""Поступившая сюда одежда, аксессуары и даже постельное белье идут на оптовую продажу, а все вырученные средства — на благотворительность."",""Сайт"",""Справедливая помощь "",""Благотворительная организация передает всю полученную одежду, технику и игрушки бездомным, пенсионерам и инвалидам."",""Сайт"",""Сердце есть"",""Ненужные вещи в пригодном для использования состоянии можно привезти лично или через волонтеров. Их отдадут малоимущим, приемным и неполным семьям."",""Сайт"",""Свалка"",""Здесь примут любые ваши вещи — от одежды до техники, — заодно приведут их в надлежащий вид, а затем отправят на переработку и продажу."",""Сайт""]"
2125,,"["""",""Помогите сделать накопительные счета еще лучше"",""Ответьте на 2 вопроса"",""Как вы используете накопительный счет?"",""Как счет-сейф, куда можно убрать деньги с карты"",""Как способ накопить на выбранную цель"",""И то, и другое"",""Как часто вы снимаете деньги с накопительного счета?"",""В любой момент, когда они нужны"",""Когда накопится нужная сумма"",""По обстоятельствам"",""Спасибо за участие в опросе""]"
2126,Новый Samsung,"["""",""Новые смартфоны Samsung"",""Корейская компания показала три смартфона линейки S10 и даже складную модель почти за 2000 $. Рассказываем главное"",""56 990 ₽"",""Galaxy S10E"",""Экран 5,8 дюйма Super AMOLED, 6 ГБ оперативной памяти и 128 ГБ под файлы, двойная камера 12 + 16 МП, селфи-камера 10 МП расположена в отверстии в экране. "",""Предзаказ"",""68 990 ₽"",""Galaxy S10"",""Более продвинутый вариант: экран 6,1 дюйма со встроенным сканером отпечатка пальца, 8 ГБ оперативной памяти, тройная камера 12 + 12 + 16 МП. Емкость батареи — 3400 м·Ач. "",""Предзаказ"",""76 990 и 124 990 ₽"",""Galaxy S10+"",""Экран 6,4 дюйма, двойная селфи-камера 10 + 8 МП, а емкость батареи — 4100 м·Ач. Есть версия с 12 ГБ оперативной памяти, 1 ТБ под файлы и керамическим корпусом, но она более чем в полтора раза дороже."",""Предзаказ"",""1980 $"",""Galaxy Fold"",""У этой складной модели два экрана: снаружи — 4,6 дюйма, внутри — 7,3 дюйма (в разложенном виде). Начинка: 12 ГБ оперативной памяти и 512 ГБ хранилища под любые задачи, емкость батареи — 4380 м·Ач. Неизвестно, будет ли эта модель продаваться в России."",""Аксессуары"",""Также Samsung показал спортивные часы Galaxy Watch Active и фитнес-браслеты Galaxy Fit и Galaxy Fit E. Для любителей музыки выпустили беспроводные наушники Galaxy Buds.""]"
2127,Как приручить дракона 3,"["""",""Как приручить дракона 3"",""Последняя часть франшизы о дружбе викинга и дракона Беззубика, в которой мы узнаем, почему исчезли драконы"",""О чем мультфильм"",""Иккинг и Беззубик защищают свой остров от браконьера Гриммеля, который одержим идеей уничтожения драконов. Чтобы спасти популяцию, главные герои и белоснежная дракониха Дневная Фурия отправляются на поиски секретного мира из старых легенд. "",""Вселенная драконов"",""Это последняя полнометражная экранизация книжной серии Крессиды Коуэлл. Также есть несколько короткометражек о второстепенных героях и целых пять сезонов мультсериала «Драконы» от DreamWorks."",""Пробы с Джоном Сноу"",""В рамках промо мультфильма DreamWorks выпустил шуточный ролик, в котором Кит Харрингтон пробуется на роль Джона Сноу вместе с Беззубиком. Сам Харингтон в мультфильме озвучивает героя по имени Эрет."",""Билеты в кино""]"
2130,Где есть мясо,"["""",""Где есть мясо"",""Кафе и рестораны Москвы для гурманов-мясоедов"",""Субботица"",""Садовая-Кудринская, 8/12"",""Средний чек: 1500—2000 ₽"",""В этом балканском ресторане можно попробовать мясные блюда сербской кухни: традиционные пршуты, суп из телятины с овощами, чевапчичи, плескавицу или перечный стейк. "",""Забронировать"",""Мясо"",""Куусинена, 4А/1"",""Средний чек: более 2500 ₽"",""Основательный стейк-хаус с мясом из всех уголков мира: от Новой Зеландии до Аргентины. Шеф-повар Александр Бышик специализируется на необычных вкусовых сочетаниях: закажите карпаччо из оленины с кислой облепихой или утиную грудку с инжиром."",""Забронировать"",""45°/60°"",""Щепкина, 31"",""Средний чек: 1500—2500 ₽"",""Классические и альтернативные стейки прожарки rare, blue rare или medium. Все мясо делится на две группы: более демократичные стейки из говядины травяного откорма, приготовленные в хоспере, и премиальные стейки из говядины зернового откорма."",""Забронировать"",""Колбасный цех"",""Кутузовский, 12, стр. 1"",""Средний чек: более 2500 ₽"",""Царство колбас и сосисок Аркадия Новикова с колбасным цехом, колбасной лавкой и открытой кухней. Всего подают 20 видов колбас: венские, страсбургские, говяжьи, утиные, белые мюнхенские, чоризо фреско и другие."",""Подробнее"",""Meat Puppets Bar"",""Новослободская, 16а"",""Средний чек: 700—1500 ₽"",""От создателей бара «Дорогая, я перезвоню»: непафосный ресторан с баром и мясными блюдами на любой вкус — от фрикаделек до альтернативных стейков."",""Подробнее"",""Chicago Grill & Bar"",""Страстной бульвар, 8а"",""Средний чек: более 2500 ₽"",""Тут подают стейки как в Америке, все оборудование привезено из США, и даже персонал обучают американцы. Поэтому берите стейки породы черный ангус, приготовленные на открытом огне, птицу на гриле или американские бургеры внушительных размеров с картошкой и коул-слоу."",""Забронировать"",""Brisket BBQ"",""Смоленский бульвар, 16"",""Средний чек: 700—1500 ₽"",""В ресторане Novikov Group подают свинину, цыпленка и бургеры, булочки для которых пекут в собственной пекарне. Главные блюда: говяжья грудинка, колбаски и ребра, которые томят в специальном смокере при низкой температуре без маринадов и консервантов. "",""Забронировать""]"
2134,Цифра дня,"["""",""1,3 млрд рублей"",""украли мошенники с банковских карт россиян в 2018 году"",""Это на 44% больше, чем годом ранее."",""Источник: Московские новости"",""Чтобы защитить деньги на карте, установите лимиты на любые покупки и снятие наличных. Их можно изменить в любой момент. Даже если мошенники узнают реквизиты или завладеют картой, потратить больше лимита они не смогут.  "",""Карта → Лимиты""]"
2135,Открытки к 8 Марта,"["""",""Подарки за открытки"",""Поздравьте женщин с праздником и выиграйте приз"",""В детстве букет из цветного картона и гофрированной бумаги был лучшим подарком для дамы на 8 Марта. Предлагаем снова ненадолго почувствовать себя детьми."",""Создайте открытку-поделку с поздравлением и поделитесь ей в соцсетях. Среди поделившихся разыграем 5 призов по 10 000 ₽."",""Создать открытку"",""Предложите подругам оформить карту Tinkoff Black по вашей ссылке из соцсетей, и мы начислим вам обоим на счет по 500 ₽."",""Для самых творческих — отдельный конкурс: выложите в соцсети открытку, которую вы или ваш ребенок сделали в детстве. Добавьте хэштэг #ТинькоффЯСделаль и выиграйте еще 10 000 ₽. "",""Полные условия""]"
2136,Цифра дня,"["""",""1,3 млрд рублей"",""украли мошенники с банковских карт россиян в 2018 году"",""Это на 44% больше, чем годом ранее."",""Источник: Московские новости"",""Чтобы защитить деньги на карте, установите лимиты на любые покупки и снятие наличных. Их можно изменить в любой момент. Даже если мошенники узнают реквизиты или завладеют картой, потратить больше лимита они не смогут.  "",""Карта → Лимиты""]"
2141,Перелеты со скидкой 7%,"["""",""Командировки со скидкой 7%"",""По картам Тинькофф Бизнес с программой S7 Profi"",""S7 Profi — сервис для организации деловых поездок. Сотрудники сами могут бронировать перелеты через личный кабинет компании. За все перелеты компания получает кэшбэк в баллах S7 Profi, а сотрудники — мили на отпуск."",""До 31 мая участникам S7 Profi — скидка 7% на деловые перелеты рейсами S7 Airlines. Чтобы получить скидку, забронируйте билеты через личный кабинет S7 Profi и оплатите их корпоративной картой Тинькофф Бизнес."",""Стать участником S7 Profi"",""Скидка действует для регулярных рейсов S7 Airlines, кроме некоторых туристических направлений и весенних праздников со 2 по 10 марта."",""Полные условия акции"",""Если карты Тинькофф бизнес еще нет, откройте расчетный счет и получите другие бонусы: бесплатную бухгалтерию, до 4 месяцев бесплатного обслуживания и до 4% на остаток по счету."",""Открыть счет""]"
2144,Что смотреть в кино,"["""",""18+, 116 мин."",""Наркокурьер"",""Клинт Иствуд"",""Ветеран-садовод решает подзаработать водителем, но, сам того не желая, оказывается курьером мексиканского наркокартеля. В режиссерском кресле и главной роли 88-летний Клинт Иствуд, на вторых ролях Брэдли Купер и Лоуренс Фишбёрн."",""Посмотреть в кино"",""18+, 97 мин."",""Любовницы "",""Елена Хазанова"",""Три девушки, обманутые бывшими парнями, мстят московским мужьям-изменникам. В главных ролях самые популярные российские актрисы прямо сейчас: Саша Бортич, Паулина Андреева и Юлия Александрова."",""Посмотреть в кино"",""18+, 100 мин."",""Счастливого"",""нового дня"",""смерти"",""Кристофер Лэндон"",""Вторая часть хитового ужастика с петлей времени: девушка проживает один и тот же день, в конце которого ее неизменно убивает маньяк в маске младенца. В этом году умирать придется не только ей, но и ее друзьям."",""Посмотреть в кино"",""16+, 100 мин."",""Юморист"",""Михаил Идов"",""Долгожданный режиссерский дебют сценариста Михаила Идова об артисте против системы. Советский комик, объединивший черты Жванецкого, Карцева и Хазанова, страдает от внутренней и внешней несвободы и от этого пускается во все тяжкие. Саундтрек к фильму неожиданно записал Face."",""Посмотреть в кино"",""12+, 112 мин."",""Навсикая"",""из долины"",""ветров"",""Хаяо Миядзаки"",""Отреставрированная версия аниме Миядзаки про мрачное постапокалиптическое будущее, в котором принцесса Навсикая борется с последствиями экологической катастрофы и вражескими племенами."",""Посмотреть в кино"",""18+, 86 мин."",""Мадонна:"",""рождение"",""легенды"",""Дидерик Ван Ружен"",""Документалка о начале карьеры танцовщицы Луизы Чикконе, впоследствии более известной как Мадонна. В конце 1970-х она играла на барабанах и пела в группе Breakfast Club, но быстро поняла, что хочет заниматься сольной карьерой. "",""Посмотреть в кино"",""12+, 120 мин."",""По половому"",""признаку"",""Мими Ледер"",""История борьбы Рут Бейдер Гинзбург, адвоката и защитницы прав женщин, за гендерное равенство. В 1960-х ее не брали на должность клерка из-за пола, а сейчас она одна из девяти судей Верховного суда США."",""Посмотреть в кино"",""16+, 131 мин."",""Обещание"",""на рассвете"",""Эрик Барбье"",""Экранизация автобиографии писателя Ромена Гари о его отношениях с матерью, которая с малых лет внушала сыну и всем вокруг, что Гари уготовано блистательное будущее. Тогда ее считали сумасшедшей, но все сбылось. В роли мамы писателя Шарлотта Генсбур."",""Посмотреть в кино"",""Кэшбэк 50%"",""Вернем 50% от суммы каждой покупки билетов в приложении, но не более 1500 ₽ до 10 марта 2019 года. Бонусы начисляются в соответствии с бонусной программой карты."",""Пойти в кино""]"
2145,Зеленая книга,"["""",""Успеть посмотреть: «Зеленая книга»"",""Фильм — победитель «Оскара», основанный на реальной истории путешествия пианиста Дона Ширли "",""О чем фильм"",""Роуд-муви с актерским дуэтом года: Вигго Мортенсен играет неотесанного вышибалу, который везет манерного пианиста в исполнении Махершала Али в турне. Всё осложняется тем, что на дворе Америка 60-х, пианист — чернокожий, а едут они по южным штатам. "",""Что такое «Зеленая книга»"",""Это справочник, существовавший в США до 1966 года, в период закона о расовой сегрегации в некоторых штатах. В «Книге» указывались отели, сервисы и заправки, которыми могли пользоваться темнокожие американцы во время поездок по стране. "",""В приложении Тинькофф билеты на «Зеленую книгу» в течение трех недель были лидерами продаж. Наши клиенты выбирают то же, что и киноакадемики."",""Билеты в кино""]"
2146,Оцените категории кэшбэка,"["""",""Помогите нам сделать предложения по кэшбэку выгоднее"",""Ответьте на 2 вопроса"",""Понравились ли вам категории повышенного кэшбэка в этом квартале?"",""1 ☆ — не понравились,\\\\n5 ☆ — да, удобно и выгодно"",""Мы заметили, что вы не пользуетесь спецпредложениями. Почему?"",""Они мне не подходят "",""Неудобно выбирать"",""Не понимаю, как это работает"",""Не знаю о спецпредложениях"",""Мы рады, что вы пользуетесь спецпредложениями от наших партнеров. Как вы их выбираете?"",""Просто смотрю, что приглянется"",""Ищу конкретные предложения"",""Спасибо за участие в опросе"",""С начала года вы получили {{ly_csb_sum}} ₽ кэшбэка. Надеемся, что в этом году эта цифра станет еще больше.""]"
2147,Бизнес: ветклиника,"["""",""Как открыть ветклинику"",""Это Женя и Сергей, они работали в частной клинике, где задерживали зарплату. А потом ребята уволились и вместе с друзьями открыли свою в подмосковной Апрелевке."",""Траты на старте"",""На запуск они потратили 797 500 ₽: отремонтировали помещение, закупили оборудование,  инструменты и клетки для животных, зарегистрировали ООО и заплатили госпошлину."",""Цены на услуги"",""Средний чек за прием, анализы и лечение в клинике — 3000 ₽. Операции стоят 1000—5000 ₽, самая дорогая — 15 000 ₽. После операции животные лежат в стационаре."",""Кто клиенты"",""Первыми клиентами были местные животноводы, позже стали приходить новые — через сарафанное радио. Некоторые приезжают из Москвы, потому что доверяют клинике. "",""Прибыль и расходы"",""В месяц ребята зарабатывают 400 000 ₽. На операционные расходы в январе 2019 года ушло 202 000 ₽."",""Развитие бизнеса"",""Ребята хотят открыть вторую клинику и нанять еще врачей. В новом помещении планируют отказаться от стационара, зато поставить УЗИ и рентген."",""Читать про бизнес"",""Если вы давно хотели начать свой бизнес, но не решались и ждали знак — сейчас самое время."",""Открыть счет""]"
2148,Как у них: Нидерланды,"["""",""Жизнь в Нидерландах"",""Это Татьяна. В 2017 году она переехала с мужем и детьми в город Гронинген, где муж получил работу программистом."",""Гронинген находится на севере Нидерландов в 1,5 часах езды на машине от Амстердама. Здесь живет 185 тысяч человек, туристов мало, а жизнь дешевле, чем в столице."",""Погода"",""Зимой в Нидерландах от +5 до −5 °C. Летом бывает жарко — до +35 °C. Самое красивое время — весна, когда начинается цветение и можно полюбоваться полями тюльпанов."",""Жилье"",""Ночь в отелях Гронингена в среднем обойдется в 4000—6000 ₽. Татьяна с мужем арендуют 4-комнатную квартиру за 83 000 ₽ в месяц."",""Еда"",""Поужинать вдвоем в кафе можно за 2300 ₽. В магазине килограмм куриного филе стоит 530 ₽, 500 граммов сыра гауда — 270 ₽, 4 круассана — 75 ₽."",""Транспорт"",""Проезд по городу на автобусе стоит 190 ₽, но все ездят на велосипедах — аренда стоит 500 ₽ в сутки."",""В Гронингене много музеев, в том числе музеи графики, табака и комиксов. Каждый год в городе проходит музыкальный фестиваль «Евросоник» и фолк-фестиваль «Зомерфолк»."",""Увидеть своими глазами"",""За пределы Амстердама стоит выехать, чтобы почувствовать настоящий дух Нидерландов: посмотреть на поля, фермы, ветряные мельницы и пасущиеся стада."",""Читать историю Татьяны""]"
2149,,"["""",""УЧЕБНИК ИНВЕСТОРА"",""Сколько денег нужно для инвестиций? "",""500 ₽ — акции"",""Этого хватит, чтобы купить акции «Русала». А чтобы стать акционером «Газпрома», нужно меньше 2000 ₽."",""700 ₽ — ETF"",""Вы инвестируете в фонд, который вкладывает в целую отрасль, страну или в золото, а ваши деньги делятся между несколькими ценными бумагами."",""1000 ₽ — облигации"",""Это самый популярный номинал у облигаций в России. Облигации покупают, чтобы получать купонный доход — его размер заранее известен. Номинал облигации будет выплачен владельцу бумаги при погашении, дата которого тоже известна заранее."",""10 000 ₽ — портфель бумаг"",""Лучше вкладываться в несколько ценных бумаг — это снижает риск. Даже на 10 000 ₽ можно собрать инвестиционный портфель, в котором будут облигации федерального займа и акции компаний из России и США."",""С чего начать?"",""Для инвестиций нужен счет. В Тинькофф открыть его можно бесплатно и онлайн. А платить за обслуживание придется, только когда совершаете сделки."",""Открыть счет""]"
2152,Куда пойти 8 Марта,"["""",""Где пить игристое на 8 Марта"",""Бары и гастропабы с просекко, брютом и настоящим шампанским из Шампани"",""Prscco Bar"",""Пятницкая, 24"",""Средний чек: 700—1500 ₽"",""15 видов просекко под собственным брендом, шампанские и тихие вина, которые подают в том числе на завтрак. Цены стартуют от 180 ₽ за бокал и 1100 ₽ за бутылку. Владельцы намеренно сделали все столы в баре общими, чтобы люди знакомились."",""Подробнее"",""Beer and Brut"",""Покровка, 26/1"",""Средний чек: 700—1500 ₽"",""Двухэтажный гастропаб с крафтовым пивом и игристыми винами на любой вкус — по бокалам и бутылками. Есть сухой брют, сладкое Москато д’Асти, несколько видов просекко и раздел с редкими напитками. Выбор закусок огромный: от сырных палочек до раков. "",""Забронировать"",""Дюжина"",""Б. Никитская, 14"",""Средний чек: 1500—2500 ₽"",""Проект винного дома «Абрау-Дюрсо» с российским игристым и крымскими морепродуктами. В винной карте все вина марки, в том числе три вида из Шампани, которые по праву могут называться шампанским. Цены сравнительно невысокие — от 150 ₽ за бокал, столько же за устрицу. "",""Подробнее"",""Wine & Crab"",""Никольская, 19—21 "",""Средний чек: 1500—2500 ₽"",""В меню 11 видов крабов, в винной карте более 900 позиций, среди которых множество игристого разной степени сладости и дороговизны. Вино разливают по бокалам, а каждый понедельник можно заказать сет из 1,5 кг краба и 1,5 л итальянского просекко."",""Забронировать"",""Prosecco Bar PR 11"",""Сретенка, 7"",""Средний чек: 700—1500 ₽"",""Чисто итальянский бар с упором на просекко. Некоторые виды привезены с семейной винодельни концепт-шефа заведения. У барной стойки собирают коктейли по принципу конструктора с тем же просекко — например, можно попробовать 10 разных cпритцев. "",""Подробнее"",""Magnum Wine Bar"",""Лесная, 5Б"",""Средний чек: 700—1500 ₽"",""130 позиций в винной карте. Из игристых подают как популярные виды — шампанское, просекко, спуманте брют, так и более интересные, например франчакорту. По выходным проходят бранчи со сниженными ценами на вина по бокалам. "",""Подробнее"",""Little White"",""Красина, 7"",""Средний чек: 700—1500 ₽"",""Ресторан с популярной европейской концепцией wine&breakfast. Просекко и брют можно заказать не только на завтрак: меню предлагает 5 разных видов игристых вин по бокалам, а цены на бутылки стартуют от 2000 рублей. "",""Забронировать""]"
2153,Финсловарь: Кредитная история,"["""",""Кредитная история —"",""Это досье на вас как на заемщика"",""Финсловарь "",""А–Я"",""Что это значит?"",""Каждый ваш платеж по кредиту, сделанный вовремя или просроченный, попадает в бюро кредитных историй. Там описываются все кредиты с 2005 года."",""Финсловарь "",""А–Я"",""Зачем это нужно?"",""Банки используют кредитную историю для оценки заемщиков. От нее зависит, дадут вам кредит или нет. Работодатели могут не взять на работу с плохой историей, а страховщики — поднять цены на полисы. Вы тоже можете узнать свою кредитную историю, отправив запрос в бюро. ""]"
2157,Тарифные лимиты,"["""",""Тарифные лимиты для Tinkoff Black Edition"",""Рассказываем, сколько можно снять с карты без комиссии"",""До 500 000 ₽ в месяц"",""для счетов в рублях"",""Можно снять в любых банкоматах мира без комиссии. На сумму сверх лимита действует комиссия — 2%, но не меньше 90 ₽. В банкоматах Тинькофф ограничений нет, снимайте сколько хотите."",""До 10 000 долларов или евро в месяц"",""для счетов в долларах и евро"",""Можно снять в банкоматах Тинькофф. Или 5000 в любых банкоматах мира и еще столько же — в банкоматах Тинькофф. На сумму сверх лимита — комиссия 2%, но не меньше 3 $ или 3 €."",""Дополнительный лимит на снятие"",""для счетов в рублях и любых других валютах "",""Появляется, если на счет поступили деньги с кредита наличными или вклада, закрытого в срок. Дополнительный лимит равен сумме кредита или вклада и расходуется в первую очередь. "",""Как проверить остатки по лимитам"",""На главном экране приложения выберите счет и нажмите ⚙️ → «Тарифные лимиты». Помимо тарифных ограничений у банков и банкоматов могут быть и технические. Если планируете снять крупную сумму, уточните детали в чате."",""Написать в чат""]"
2158,Платить меньше по кредитам,"["""",""Как снизить процент по потребительскому или автокредиту"",""И получить бонусы от Тинькофф"",""Объедините два кредита в один"",""Если у вас есть ипотека, а также кредитка с большим лимитом или любой другой кредит, например на автомобиль, их можно объединить. Платите одному банку, только раз в месяц и по единой ставке от 9,7%."",""Проверьте условия"",""Программа подойдет всем, кто взял ипотеку на готовую квартиру, апартаменты или нецелевой кредит под залог недвижимости больше 6 месяцев назад. Потребуется подтвердить доход справкой по форме 2-НДФЛ."",""Подайте заявку на рефинансирование"",""В качестве необходимой указывайте сумму больше остатка задолженности. Банк рефинансирует старый кредит и выдаст дополнительную сумму. Ее размер зависит только от вашего дохода."",""Получите пониженную ставку"",""Если дополнительная сумма больше 300 000 ₽, банк дополнительно снизит ипотечную ставку на 0,2%."",""Используйте деньги на свое усмотрение"",""Закройте дополнительной суммой второй кредит, если он есть, или потратьте деньги на другие цели — например, путевку на отдых, ремонт в квартире или обучение детей."",""Получите бонусы"",""А еще мы компенсируем стоимость отчета об оценке для рефинансирования и подарим кэшбэк 5% на категорию «Дом, ремонт» по картам Tinkoff Black."",""Подать заявку""]"
2160,Посмотреть тариф,"["""",""Где посмотреть тариф по счету"",""На главном экране выберите нужный счет."",""На экране с картой нажмите на шестеренку в правом верхнем углу."",""Прокрутите экран до строчки «Тариф» и нажмите на нее."",""Откроется документ с условиями вашего тарифа. Номер тарифа указан в правом верхнем углу.""]"
2166,Билеты на «Капитан Марвел»,"["""",""Билеты на «Капитан Марвел»"",""Новый фильм Marvel выйдет в кинотеатрах 7 марта, а предзаказ билетов уже доступен в приложении Тинькофф. Успейте занять лучшие места в зале"",""О чем фильм"",""Первый сольный женский фильм в киновселенной Marvel. Бри Ларсон играет супергероиню с нечеловеческим ДНК и сверхспособностями, которая встает на сторону Земли в межпланетном конфликте."",""Билеты с кэшбэком 50%""]"
2169,Что смотреть в кино,"["""",""16+, 124 мин."",""Капитан Марвел"",""Анна Боден, Райан Флек"",""Первый сольный женский фильм в киновселенной Marvel. Бри Ларсон играет супергероиню с нечеловеческим ДНК, которая встает на сторону Земли в межпланетном конфликте. В роли главного инопланетного плохиша — Джуд Лоу. "",""Посмотреть в кино"",""16+, 114 мин."",""Вокс Люкс"",""Брэйди Корбет"",""Неутешительный портрет общества поп-культуры и насилия, замаскированный под драму о жизни плохой поп-певицы с замашками панка, которая в детстве пережила стрельбу в школе. В саундтреке — Sia, в главной роли — Натали Портман."",""Посмотреть в кино"",""16+, 103 мин."",""Ван Гоги"",""Сергей Ливнев"",""Драма от сценариста «Ассы» про конфликт отцов и детей. Алексей Серебряков играет неудачливого художника, который вынужден ухаживать за нелюбимым умирающим отцом — знаменитым дирижером со скверным характером."",""Посмотреть в кино"",""18+, 110 мин."",""Частная война"",""Мэтт Хейнеман"",""История военной корреспондентки Мэри Колвин, которая писала о горячих точках по всему миру — от Восточного Тимора до Ливии, потеряла глаз и была убита в Сирии в 2012 году. В главной роли Розамунд Пайк, которой отлично даются роли сильных женщин."",""Посмотреть в кино"",""6+, 92 мин."",""Королевский корги"",""Бен Стассен"",""Мультик про Рекса — корги Британской королевы, который вынужден бежать из Букингемского дворца. На улицах Лондона Рекс узнает реальную жизнь, встречает друзей и доказывает, что он настоящий королевский корги."",""Посмотреть в кино"",""16+, 96 мин."",""Родители легкого "",""поведения"",""Фред Вульф"",""Семейная пара с пристрастием к спиртному разрабатывает «хитрый» план, который, как они надеются, поможет скрыть их полный финансовый крах от дочери. В роли супругов-алкоголиков Сальма Хайек и Алек Болдуин."",""Посмотреть в кино"",""Кэшбэк 50%"",""Вернем 50% от суммы каждой покупки билетов в приложении, но не более 1500 ₽ до 10 марта 2019 года. Бонусы начисляются в соответствии с бонусной программой карты."",""Пойти в кино""]"
2170,Инвестиции для друзей,"["""",""Предложите другу брокерский счет в Тинькофф"",""Заработаете вместе"",""Расскажите друзьям про Тинькофф Инвестиции"",""Вдруг они не знают, что можно инвестировать с телефона, выбирать акции с помощью робота и выводить деньги без комиссии."",""1000 ₽ — вам"",""Вы получите бонус на свою карту Тинькофф, если друг откроет брокерский счет по вашему приглашению и в течение следующих 30 дней купит ценные бумаги на 10 000 ₽ или на ту же сумму в валюте."",""Месяц бесплатной торговли — другу"",""Друг получит месяц торговли без комиссии и платы за обслуживание счета, если откроет брокерский счет по вашему приглашению."",""Кого можно пригласить"",""Всех, кроме себя и тех друзей, которые уже оформляли продукты Тинькофф по вашим ссылкам. Еще важно, чтобы за последний год у друга не было открытого брокерского счета в Тинькофф Инвестициях."",""Как пригласить друзей"",""Опубликуйте пригласительную ссылку в соцсетях или отправьте ее другу в сообщении. Когда друг откроет по ней брокерский счет — заработаете вы оба."",""Скопировать ссылку""]"
