party_rk,gender_cd,age,marital_status_desc,children_cnt,region_flg
35976,M,40.0,,4,0
48454,M,25.0,Холост/не замужем,0,0
88034,M,40.0,,0,0
9867,F,30.0,Женат/замужем,1,0
87799,M,55.0,,0,0
7292,M,40.0,Женат/замужем,2,0
18234,M,40.0,Холост/не замужем,0,0
42477,M,45.0,Гражданский брак,0,0
65221,M,45.0,Разведен (а),0,0
71971,M,20.0,,0,1
9133,F,55.0,Женат/замужем,2,0
41526,M,55.0,Холост/не замужем,0,0
59968,F,55.0,Холост/не замужем,1,0
65963,F,45.0,,0,0
92768,M,35.0,Холост/не замужем,0,0
25238,M,30.0,Женат/замужем,1,0
83748,F,25.0,Холост/не замужем,0,1
15433,M,25.0,,0,1
52087,F,30.0,,0,0
86592,M,45.0,,0,0
80873,M,45.0,Разведен (а),0,0
89717,F,25.0,Холост/не замужем,0,0
9503,F,30.0,Холост/не замужем,0,0
77304,M,45.0,,4,0
82445,M,40.0,Женат/замужем,0,0
17045,M,40.0,Холост/не замужем,0,0
32519,F,55.0,Женат/замужем,0,0
43719,F,40.0,Холост/не замужем,0,0
93775,M,25.0,Холост/не замужем,0,0
10343,F,30.0,Холост/не замужем,0,0
15390,F,45.0,,0,0
57693,F,50.0,,0,0
84632,F,35.0,Гражданский брак,0,1
3192,M,40.0,Женат/замужем,1,0
11548,F,70.0,"Вдовец, вдова",0,0
25533,F,55.0,Женат/замужем,1,0
30425,M,45.0,,0,0
4085,M,35.0,Холост/не замужем,0,1
28072,M,35.0,Женат/замужем,2,0
78859,M,25.0,Холост/не замужем,0,0
10874,M,30.0,Холост/не замужем,0,0
39952,F,35.0,Гражданский брак,0,0
67758,F,35.0,,0,0
93499,F,30.0,Женат/замужем,0,0
70624,F,35.0,Холост/не замужем,0,0
81775,M,20.0,,0,0
16445,M,45.0,,0,1
29197,M,35.0,Гражданский брак,0,0
53145,F,35.0,Женат/замужем,0,0
87251,M,30.0,Холост/не замужем,0,0
85703,F,50.0,Разведен (а),0,0
8479,M,65.0,Женат/замужем,1,0
58023,F,55.0,Женат/замужем,0,0
67360,F,40.0,Холост/не замужем,0,0
47307,M,25.0,Холост/не замужем,0,0
75265,M,40.0,Гражданский брак,0,0
91082,F,40.0,,0,0
19926,F,50.0,Женат/замужем,0,0
23749,F,25.0,,0,1
30473,F,55.0,Разведен (а),0,0
44935,M,25.0,Холост/не замужем,0,0
18480,M,45.0,Холост/не замужем,2,0
61414,M,35.0,,0,0
64265,F,25.0,Женат/замужем,0,0
69433,F,30.0,Женат/замужем,0,0
40525,F,60.0,Разведен (а),0,0
50614,F,35.0,Холост/не замужем,0,0
91423,F,25.0,Холост/не замужем,0,0
25499,M,35.0,Холост/не замужем,0,0
57147,M,15.0,,0,1
77125,M,30.0,Гражданский брак,0,0
50926,M,35.0,Женат/замужем,0,0
69440,F,25.0,Холост/не замужем,0,0
90824,M,30.0,Женат/замужем,0,0
94266,M,40.0,Женат/замужем,0,0
70151,M,25.0,Холост/не замужем,0,0
31665,F,40.0,Разведен (а),0,0
39171,M,35.0,Холост/не замужем,2,0
52017,F,35.0,,0,1
60410,F,45.0,,0,0
20140,F,40.0,Холост/не замужем,2,0
64733,M,25.0,Холост/не замужем,4,0
26075,M,35.0,Холост/не замужем,0,0
78496,F,40.0,Разведен (а),1,0
86523,F,40.0,Женат/замужем,0,0
36119,F,40.0,Женат/замужем,0,0
57146,M,30.0,,0,0
83669,F,35.0,Холост/не замужем,0,0
13570,M,30.0,,0,0
2629,M,40.0,Женат/замужем,1,0
21920,M,50.0,Гражданский брак,2,0
73054,M,50.0,,0,0
49371,M,25.0,,0,1
82597,M,35.0,Женат/замужем,0,0
47692,M,30.0,Холост/не замужем,0,0
51415,M,40.0,,4,0
66714,M,25.0,Женат/замужем,0,0
76899,F,50.0,Женат/замужем,0,0
92385,F,25.0,Холост/не замужем,0,0
10183,M,30.0,,4,0
15961,M,30.0,Женат/замужем,0,0
50222,M,45.0,Разведен (а),2,0
68881,M,30.0,Женат/замужем,0,0
91047,M,25.0,,0,0
44493,F,35.0,Холост/не замужем,0,0
61660,F,35.0,,0,1
83541,M,45.0,Женат/замужем,0,0
92874,F,65.0,Холост/не замужем,0,0
40116,M,50.0,Женат/замужем,0,0
55615,M,25.0,,0,0
63322,F,35.0,Женат/замужем,0,0
53183,M,30.0,,0,0
5436,M,60.0,Женат/замужем,0,0
8981,M,45.0,Холост/не замужем,4,0
41607,F,50.0,Женат/замужем,0,0
44603,F,30.0,Женат/замужем,0,0
53491,F,45.0,,0,1
61738,M,15.0,,0,0
85563,M,20.0,,0,0
3227,M,30.0,Холост/не замужем,0,0
70074,M,45.0,,4,0
12046,M,40.0,Женат/замужем,0,0
88434,M,25.0,,0,0
15032,M,45.0,,0,1
8852,M,40.0,Женат/замужем,1,0
51566,F,40.0,Разведен (а),0,0
6212,M,40.0,Женат/замужем,0,1
20097,F,45.0,Гражданский брак,0,1
64466,M,30.0,Женат/замужем,0,0
70330,M,50.0,Женат/замужем,0,0
6794,M,55.0,Женат/замужем,0,0
88803,F,30.0,,0,0
3311,F,50.0,Женат/замужем,0,0
22786,F,60.0,Разведен (а),0,0
89518,M,40.0,Холост/не замужем,0,0
36230,M,30.0,Женат/замужем,0,0
11425,M,30.0,Холост/не замужем,4,0
31503,F,50.0,Женат/замужем,2,0
45286,F,40.0,Холост/не замужем,0,0
75446,M,35.0,Женат/замужем,0,0
80965,F,45.0,Холост/не замужем,0,1
8218,F,65.0,"Вдовец, вдова",0,0
69518,F,35.0,Холост/не замужем,0,0
81146,M,25.0,,0,1
39881,F,50.0,Женат/замужем,0,0
54091,F,40.0,,0,0
31298,M,30.0,Гражданский брак,0,0
41788,M,55.0,Холост/не замужем,0,0
82772,F,25.0,Женат/замужем,0,0
88417,M,35.0,,0,0
6962,M,55.0,Женат/замужем,0,0
38644,F,45.0,Разведен (а),1,0
50059,F,35.0,,0,0
59033,M,40.0,Холост/не замужем,0,0
71104,M,35.0,Холост/не замужем,2,0
56419,F,25.0,Женат/замужем,0,0
86424,M,40.0,Гражданский брак,0,0
20360,F,40.0,Холост/не замужем,1,0
64205,M,45.0,Женат/замужем,0,0
79949,M,25.0,Холост/не замужем,0,0
24789,M,45.0,Разведен (а),0,0
47366,F,30.0,Разведен (а),0,0
84639,F,55.0,,0,0
87173,M,25.0,Холост/не замужем,0,0
30251,F,40.0,Холост/не замужем,0,1
76822,M,35.0,,4,0
12146,M,55.0,Разведен (а),0,0
17093,M,40.0,,4,1
83204,F,35.0,,0,0
33,F,50.0,Разведен (а),1,0
20497,F,35.0,Женат/замужем,0,0
46924,M,30.0,Женат/замужем,0,0
17994,F,55.0,Гражданский брак,1,1
37364,F,35.0,Разведен (а),0,0
47946,M,40.0,Женат/замужем,0,0
51672,M,40.0,,0,0
6680,F,60.0,"Вдовец, вдова",0,0
11154,M,40.0,,4,0
52317,F,40.0,Холост/не замужем,4,0
92446,M,30.0,,0,0
15381,M,40.0,Женат/замужем,0,1
46184,M,35.0,Холост/не замужем,2,0
56245,F,40.0,Женат/замужем,0,0
67854,F,25.0,Холост/не замужем,0,0
10584,F,40.0,Холост/не замужем,0,0
22441,F,50.0,Женат/замужем,1,0
49776,M,40.0,Женат/замужем,1,0
72194,M,45.0,Женат/замужем,2,0
80911,M,30.0,Женат/замужем,0,0
83955,M,25.0,Холост/не замужем,0,0
48776,F,35.0,Разведен (а),0,0
53172,F,45.0,,0,0
57221,M,50.0,Холост/не замужем,0,0
14043,F,40.0,Разведен (а),2,0
51375,F,40.0,Гражданский брак,2,0
82186,F,25.0,Холост/не замужем,0,0
14943,M,60.0,Женат/замужем,2,0
5234,F,60.0,Женат/замужем,0,1
54582,F,35.0,Женат/замужем,1,0
5187,F,50.0,Женат/замужем,0,0
47878,F,35.0,Холост/не замужем,0,0
23479,M,25.0,Холост/не замужем,0,0
66729,M,35.0,Холост/не замужем,0,1
90020,F,20.0,Холост/не замужем,0,0
43437,F,20.0,,0,0
53123,F,55.0,Женат/замужем,0,0
2276,F,40.0,Холост/не замужем,2,0
32526,M,35.0,Холост/не замужем,0,0
83372,M,30.0,Женат/замужем,1,0
56276,F,30.0,Женат/замужем,0,0
88749,F,20.0,,0,0
22301,F,50.0,Холост/не замужем,0,0
25288,M,40.0,Женат/замужем,1,0
86579,F,30.0,,0,0
37897,F,25.0,Холост/не замужем,0,0
9632,M,30.0,Женат/замужем,0,0
17326,F,50.0,Женат/замужем,1,0
10061,F,45.0,Женат/замужем,2,1
61068,M,40.0,,0,0
1821,M,45.0,Гражданский брак,0,0
19572,M,50.0,Женат/замужем,1,0
33024,F,55.0,Холост/не замужем,0,0
44767,M,45.0,Женат/замужем,2,0
61430,F,40.0,,0,0
80338,M,35.0,Гражданский брак,0,0
14228,M,40.0,Холост/не замужем,0,0
59629,F,45.0,Женат/замужем,0,0
76579,F,25.0,Женат/замужем,0,0
81316,F,35.0,Холост/не замужем,0,0
17005,M,45.0,Женат/замужем,2,0
89274,M,35.0,Разведен (а),0,0
10429,M,40.0,Женат/замужем,1,0
63773,M,35.0,Женат/замужем,0,0
66619,M,45.0,Разведен (а),0,0
72456,M,25.0,Холост/не замужем,0,0
52235,M,55.0,,0,0
82937,M,35.0,Женат/замужем,0,0
5851,F,55.0,Женат/замужем,4,0
36515,F,35.0,Женат/замужем,0,1
83932,F,35.0,Женат/замужем,0,0
297,F,55.0,Женат/замужем,2,1
22765,M,30.0,Холост/не замужем,0,0
28145,M,40.0,,0,0
71541,M,45.0,Женат/замужем,0,0
78775,F,40.0,Разведен (а),0,0
29320,M,35.0,,0,0
92306,M,45.0,Женат/замужем,0,0
72955,M,20.0,,0,0
64663,F,40.0,Холост/не замужем,0,0
18634,M,50.0,Холост/не замужем,0,0
62704,M,55.0,,0,0
79859,M,30.0,Холост/не замужем,0,0
62822,F,45.0,,0,0
81531,F,40.0,Холост/не замужем,0,0
36059,M,30.0,Холост/не замужем,0,0
46709,M,30.0,Женат/замужем,0,0
2201,F,35.0,Холост/не замужем,0,0
78445,F,40.0,Женат/замужем,0,0
82057,M,35.0,,0,0
6946,F,35.0,Разведен (а),1,0
44908,M,30.0,Холост/не замужем,0,0
64118,M,55.0,,0,0
75603,M,55.0,,0,1
85976,M,20.0,,0,0
14938,F,40.0,Женат/замужем,1,0
54169,M,40.0,Женат/замужем,0,0
69852,M,25.0,Гражданский брак,0,0
10305,M,35.0,Холост/не замужем,0,0
20498,M,40.0,Женат/замужем,0,0
42895,M,30.0,Женат/замужем,0,0
80983,F,30.0,,0,0
83663,F,35.0,Разведен (а),0,0
4455,F,35.0,Разведен (а),2,0
45891,F,40.0,Холост/не замужем,0,0
72906,M,35.0,,0,0
35776,M,40.0,,0,0
74482,F,40.0,,0,1
86729,M,30.0,,0,0
71678,F,30.0,,0,0
75095,M,40.0,,0,0
94219,F,30.0,Холост/не замужем,0,0
6847,F,55.0,,4,0
74936,F,45.0,Холост/не замужем,0,0
10108,M,60.0,,4,1
15213,M,30.0,Холост/не замужем,0,0
53309,M,30.0,Женат/замужем,0,0
73638,F,35.0,Женат/замужем,0,0
49887,F,45.0,Женат/замужем,0,0
2191,M,65.0,,4,0
14485,F,40.0,Гражданский брак,2,0
12615,M,35.0,Холост/не замужем,2,0
18824,M,30.0,Холост/не замужем,0,0
6305,M,40.0,Женат/замужем,2,0
27607,M,60.0,Женат/замужем,0,0
21737,M,40.0,Женат/замужем,2,0
66412,M,45.0,Разведен (а),0,1
71174,M,35.0,Женат/замужем,0,0
81099,F,25.0,Холост/не замужем,0,0
220,F,55.0,Женат/замужем,1,0
9560,M,40.0,Женат/замужем,1,0
25926,F,30.0,Холост/не замужем,0,0
28585,M,35.0,Женат/замужем,0,0
43115,F,25.0,,0,0
66519,F,30.0,Холост/не замужем,0,0
51558,F,25.0,Холост/не замужем,0,0
21053,M,35.0,,0,0
55069,M,35.0,,0,0
70331,F,30.0,Женат/замужем,4,0
89754,F,65.0,Гражданский брак,0,0
7150,M,50.0,Холост/не замужем,0,1
60587,M,45.0,Женат/замужем,0,0
73502,F,35.0,Женат/замужем,0,0
58796,F,50.0,,0,0
13512,M,50.0,Холост/не замужем,1,0
77740,M,60.0,Женат/замужем,0,0
85558,M,35.0,Женат/замужем,0,0
30287,M,50.0,Женат/замужем,2,0
89718,F,30.0,Холост/не замужем,0,0
7827,F,30.0,Холост/не замужем,0,0
17116,M,55.0,Женат/замужем,0,0
47102,M,30.0,Холост/не замужем,0,0
54592,F,40.0,Разведен (а),1,0
23474,F,50.0,Холост/не замужем,0,0
35568,F,40.0,Женат/замужем,0,0
37428,F,40.0,Женат/замужем,0,0
43047,M,30.0,Женат/замужем,0,0
55041,F,50.0,,0,0
11159,M,35.0,Холост/не замужем,4,0
84840,M,30.0,Женат/замужем,0,0
17130,F,40.0,Женат/замужем,1,0
57494,M,35.0,Женат/замужем,0,0
74096,M,20.0,,0,0
93839,F,35.0,Женат/замужем,1,0
61100,F,25.0,Холост/не замужем,0,0
74748,M,25.0,Гражданский брак,0,0
14389,F,35.0,Женат/замужем,3,0
22925,M,35.0,Холост/не замужем,0,0
47233,F,25.0,Холост/не замужем,0,0
29162,F,30.0,Холост/не замужем,0,0
46313,F,25.0,Гражданский брак,0,0
92355,M,30.0,Холост/не замужем,0,0
55358,M,40.0,Женат/замужем,0,0
90848,M,35.0,Женат/замужем,0,0
4738,F,40.0,,0,0
16056,M,35.0,Женат/замужем,0,0
25563,F,40.0,Женат/замужем,2,0
56929,M,40.0,Женат/замужем,0,0
91005,F,25.0,Гражданский брак,0,0
12650,M,35.0,Холост/не замужем,0,0
41127,M,60.0,Женат/замужем,0,0
53314,F,25.0,,0,0
86727,M,30.0,,0,0
21507,M,35.0,Женат/замужем,2,0
73469,M,30.0,Женат/замужем,1,0
24323,F,55.0,Женат/замужем,1,0
66290,F,40.0,Женат/замужем,2,0
30757,M,65.0,Женат/замужем,0,0
18460,F,45.0,Разведен (а),2,0
22508,F,60.0,Женат/замужем,0,0
28071,M,40.0,,0,0
1145,F,45.0,Женат/замужем,1,0
30685,M,25.0,Женат/замужем,0,0
60191,F,35.0,,0,0
89996,F,20.0,,0,0
24601,F,30.0,Женат/замужем,0,0
41642,M,25.0,Холост/не замужем,0,0
61353,F,40.0,Женат/замужем,0,0
89502,M,25.0,Холост/не замужем,0,0
57643,F,35.0,Женат/замужем,0,0
17123,M,40.0,,0,0
8227,M,50.0,"Вдовец, вдова",0,0
80102,M,30.0,,0,0
11760,M,60.0,Женат/замужем,0,1
19421,F,65.0,Холост/не замужем,0,0
74351,F,25.0,,0,0
80308,F,40.0,,0,0
20152,F,35.0,Женат/замужем,0,0
55114,F,35.0,,0,0
10070,F,40.0,,0,0
14876,F,55.0,Женат/замужем,2,0
51805,M,35.0,Женат/замужем,2,0
63107,F,60.0,Женат/замужем,0,0
66696,M,25.0,,0,0
73621,M,35.0,Женат/замужем,0,0
3741,F,35.0,Холост/не замужем,1,0
28678,F,60.0,Женат/замужем,4,0
11145,M,25.0,Холост/не замужем,0,0
34456,M,25.0,Холост/не замужем,0,0
38008,M,60.0,,0,0
61481,F,40.0,Женат/замужем,0,0
82788,F,30.0,Холост/не замужем,0,0
11943,M,40.0,Холост/не замужем,0,0
2088,F,35.0,Гражданский брак,0,0
36525,F,35.0,Женат/замужем,0,0
77629,M,25.0,Холост/не замужем,0,0
81945,M,35.0,Женат/замужем,0,0
1946,M,35.0,Женат/замужем,1,0
10577,M,40.0,Холост/не замужем,0,0
19915,F,50.0,Женат/замужем,1,0
32795,F,45.0,Холост/не замужем,0,0
58355,M,30.0,,0,0
68158,M,45.0,,4,0
72962,M,30.0,,0,0
86975,F,25.0,,0,0
27375,M,40.0,Женат/замужем,0,0
46160,M,35.0,Холост/не замужем,0,0
13589,F,35.0,Холост/не замужем,2,0
59012,M,35.0,Женат/замужем,0,0
8383,F,35.0,,4,0
12930,F,35.0,Холост/не замужем,0,0
30470,F,70.0,Разведен (а),0,0
49157,M,25.0,Холост/не замужем,0,0
63570,F,25.0,Холост/не замужем,0,0
86284,M,30.0,,0,0
89867,M,35.0,Гражданский брак,0,0
10116,F,50.0,Холост/не замужем,0,0
19596,F,30.0,,0,0
53871,M,45.0,,0,0
61744,F,55.0,Женат/замужем,0,0
68931,M,30.0,Женат/замужем,0,0
10447,M,35.0,Холост/не замужем,0,1
15085,M,55.0,Женат/замужем,1,0
60484,M,40.0,Холост/не замужем,0,0
88236,F,65.0,,0,0
26714,M,50.0,,0,0
80168,F,70.0,Разведен (а),0,0
12460,M,45.0,Женат/замужем,0,1
21274,F,25.0,,0,0
36735,M,35.0,Холост/не замужем,0,0
44289,M,25.0,,0,0
93495,M,40.0,Женат/замужем,0,0
13975,F,40.0,Холост/не замужем,0,0
37233,M,35.0,Холост/не замужем,0,0
45453,M,40.0,Холост/не замужем,0,0
70194,M,25.0,Холост/не замужем,0,0
2269,M,65.0,Женат/замужем,0,0
40106,M,40.0,Женат/замужем,0,0
8720,M,40.0,Холост/не замужем,0,0
67669,F,40.0,Женат/замужем,0,0
23696,F,30.0,Холост/не замужем,0,0
27548,M,50.0,Женат/замужем,1,0
73053,F,25.0,Холост/не замужем,0,0
91958,M,40.0,Холост/не замужем,0,0
3070,F,65.0,Женат/замужем,0,0
52652,F,40.0,Женат/замужем,0,0
59755,M,25.0,,0,0
85029,F,45.0,Женат/замужем,0,0
13508,F,35.0,Разведен (а),1,0
25940,M,30.0,,0,0
40774,M,55.0,Холост/не замужем,0,0
86330,M,55.0,Холост/не замужем,0,0
70268,F,55.0,"Вдовец, вдова",0,0
44866,F,25.0,Холост/не замужем,0,0
66195,F,25.0,Холост/не замужем,0,0
78819,F,25.0,Холост/не замужем,0,0
82350,M,30.0,Холост/не замужем,0,0
1046,M,50.0,Разведен (а),2,1
10653,F,40.0,Гражданский брак,1,0
75723,F,40.0,Женат/замужем,0,0
80790,M,35.0,Женат/замужем,0,1
81497,M,55.0,Женат/замужем,2,0
90674,M,20.0,,0,0
24474,M,45.0,,0,0
50197,M,25.0,Женат/замужем,0,0
72414,M,45.0,,0,0
18331,F,65.0,Разведен (а),0,0
56713,F,25.0,Холост/не замужем,0,1
76286,M,50.0,,0,0
33436,M,40.0,Женат/замужем,0,0
93992,M,35.0,Холост/не замужем,0,0
662,F,65.0,Холост/не замужем,1,0
37183,F,40.0,Женат/замужем,0,0
81202,M,25.0,Холост/не замужем,0,0
35685,F,70.0,Женат/замужем,0,0
94552,M,35.0,Женат/замужем,0,0
50119,F,25.0,Холост/не замужем,0,0
62012,F,35.0,,0,0
92951,F,35.0,Холост/не замужем,1,0
60304,M,30.0,Холост/не замужем,0,0
93746,F,50.0,Женат/замужем,1,0
19708,M,40.0,Разведен (а),1,1
45194,M,40.0,Женат/замужем,0,0
67889,M,25.0,Холост/не замужем,0,0
79373,M,40.0,Разведен (а),0,0
45092,M,30.0,Холост/не замужем,0,0
53813,M,60.0,Холост/не замужем,0,0
80665,F,30.0,Холост/не замужем,0,0
41178,M,25.0,Холост/не замужем,0,0
92421,M,25.0,,0,0
53843,F,40.0,,0,0
2922,M,40.0,Женат/замужем,2,0
27374,M,30.0,Холост/не замужем,0,0
37590,F,50.0,,4,0
62887,F,30.0,Женат/замужем,0,1
15201,F,25.0,Холост/не замужем,0,0
85257,F,30.0,Женат/замужем,0,0
42274,F,30.0,,0,0
58399,F,55.0,,0,0
84891,F,50.0,,0,0
16349,F,30.0,Холост/не замужем,0,0
4112,M,50.0,Женат/замужем,2,0
21560,F,35.0,Гражданский брак,2,0
41576,F,45.0,Разведен (а),1,0
68112,M,25.0,Холост/не замужем,0,0
85238,M,25.0,Холост/не замужем,0,0
91774,F,35.0,,0,0
51499,M,25.0,Женат/замужем,0,0
34689,M,25.0,,0,0
44028,M,45.0,Женат/замужем,0,0
29207,M,30.0,,0,0
74551,M,30.0,Женат/замужем,0,0
90077,F,25.0,Холост/не замужем,0,0
3679,M,60.0,Гражданский брак,0,0
42645,F,30.0,Женат/замужем,0,0
83921,F,25.0,,0,0
20304,F,45.0,Холост/не замужем,0,0
25580,M,35.0,Женат/замужем,0,0
65195,M,40.0,Женат/замужем,0,0
1910,F,65.0,Женат/замужем,1,0
11656,M,40.0,Женат/замужем,0,1
59363,F,30.0,,0,0
82722,M,40.0,Женат/замужем,1,1
10350,F,40.0,Женат/замужем,0,0
39206,M,55.0,Гражданский брак,0,0
66693,M,25.0,Холост/не замужем,0,0
10401,F,35.0,Холост/не замужем,4,0
64375,M,20.0,,0,0
72773,F,25.0,Холост/не замужем,0,0
3460,F,45.0,"Вдовец, вдова",2,0
84789,M,50.0,Женат/замужем,1,0
12190,F,40.0,Женат/замужем,2,0
25903,F,30.0,,0,0
66174,F,30.0,Женат/замужем,0,0
59868,F,20.0,,0,1
56058,F,35.0,,0,0
68482,M,45.0,Женат/замужем,0,0
1541,M,55.0,Женат/замужем,1,0
62682,F,50.0,Разведен (а),0,0
40582,M,35.0,Холост/не замужем,0,0
90672,F,35.0,Женат/замужем,0,0
4398,F,40.0,Разведен (а),2,0
62542,F,50.0,Разведен (а),0,0
76077,F,30.0,Холост/не замужем,0,0
12969,M,30.0,Холост/не замужем,0,0
20279,M,50.0,Женат/замужем,1,0
28953,M,55.0,Холост/не замужем,0,0
89921,M,55.0,,0,0
32873,M,45.0,Гражданский брак,0,0
76080,F,40.0,Женат/замужем,0,0
34715,F,45.0,Женат/замужем,0,0
57584,M,30.0,Гражданский брак,0,0
90205,M,45.0,Холост/не замужем,0,0
45204,M,30.0,Холост/не замужем,0,0
74553,F,40.0,Разведен (а),0,0
27163,F,40.0,Женат/замужем,3,1
3112,F,35.0,Женат/замужем,0,0
74640,M,55.0,,0,0
24590,M,35.0,,4,1
78645,M,30.0,Холост/не замужем,0,0
2257,M,45.0,Женат/замужем,2,0
11179,F,45.0,Женат/замужем,2,0
86374,M,30.0,Холост/не замужем,0,0
6316,M,35.0,Холост/не замужем,0,0
20173,M,50.0,Холост/не замужем,0,0
23777,F,35.0,,0,0
55249,M,20.0,,0,0
20639,M,40.0,Женат/замужем,1,1
27734,M,25.0,Холост/не замужем,0,0
39774,M,60.0,Женат/замужем,0,0
52770,M,40.0,,0,0
74059,M,45.0,Холост/не замужем,0,0
13843,F,35.0,Холост/не замужем,0,0
29202,M,45.0,Гражданский брак,0,0
75940,M,30.0,Холост/не замужем,0,0
321,M,60.0,Женат/замужем,1,0
52535,F,35.0,,0,0
69210,M,65.0,Женат/замужем,0,0
92927,M,25.0,Холост/не замужем,0,0
40579,F,40.0,,0,1
76670,F,55.0,,0,0
92544,M,25.0,Холост/не замужем,0,0
14723,M,30.0,Женат/замужем,0,0
25797,F,45.0,Женат/замужем,3,0
40784,F,45.0,Разведен (а),0,0
45000,F,30.0,Женат/замужем,0,0
86367,F,30.0,Холост/не замужем,0,0
13608,F,25.0,Женат/замужем,0,0
18597,M,35.0,,0,0
51488,F,50.0,,0,1
27980,M,35.0,Женат/замужем,2,0
59149,M,25.0,,0,0
13583,F,50.0,Разведен (а),0,0
27693,F,35.0,Женат/замужем,0,0
41312,F,55.0,Гражданский брак,0,0
46249,M,40.0,Женат/замужем,0,0
94377,F,35.0,Холост/не замужем,0,0
14312,F,25.0,,4,0
43083,M,50.0,Женат/замужем,0,0
4275,F,40.0,Гражданский брак,1,1
8896,F,60.0,"Вдовец, вдова",0,0
46849,F,35.0,Холост/не замужем,1,0
83218,M,35.0,Холост/не замужем,0,0
10133,M,35.0,Холост/не замужем,0,1
25713,F,40.0,Разведен (а),0,0
49362,F,30.0,Женат/замужем,0,0
3229,M,60.0,Гражданский брак,0,0
42347,M,35.0,Холост/не замужем,0,0
20598,F,30.0,Гражданский брак,1,0
23721,M,30.0,Гражданский брак,0,0
45121,M,30.0,,0,0
69267,M,40.0,Женат/замужем,0,1
80306,M,35.0,Женат/замужем,0,0
15545,M,35.0,Женат/замужем,0,0
40426,F,65.0,Женат/замужем,0,0
42631,M,20.0,,0,0
30418,F,30.0,,0,0
35196,F,35.0,Женат/замужем,0,0
45432,F,20.0,Холост/не замужем,0,0
93509,M,55.0,,0,0
48227,F,35.0,Гражданский брак,0,0
64479,M,30.0,Женат/замужем,0,0
6493,M,30.0,Холост/не замужем,0,0
91792,M,25.0,Холост/не замужем,0,0
12347,M,55.0,,0,0
36883,F,20.0,,0,0
70885,F,25.0,,0,0
84787,F,50.0,Гражданский брак,0,0
2182,M,50.0,Женат/замужем,0,0
17743,M,30.0,Разведен (а),2,0
39549,F,45.0,Женат/замужем,0,0
1502,M,50.0,Гражданский брак,0,0
56958,M,45.0,Гражданский брак,0,0
63752,M,65.0,,0,0
77264,M,30.0,Холост/не замужем,0,0
80547,F,40.0,,0,0
37841,F,50.0,Женат/замужем,0,0
46755,F,70.0,,4,0
63440,F,25.0,Холост/не замужем,1,0
79285,M,30.0,Женат/замужем,0,1
67970,F,25.0,Женат/замужем,0,0
81964,F,25.0,Женат/замужем,0,0
38206,F,30.0,,0,0
66840,F,35.0,Женат/замужем,0,0
84357,F,45.0,Разведен (а),0,0
3599,F,45.0,Гражданский брак,1,0
35111,M,50.0,Женат/замужем,0,0
53079,M,50.0,Женат/замужем,1,0
69521,F,40.0,Разведен (а),0,0
22959,M,25.0,Холост/не замужем,0,0
45282,M,50.0,Женат/замужем,0,1
70394,F,25.0,Гражданский брак,0,0
93397,F,45.0,Холост/не замужем,0,0
35318,M,55.0,Женат/замужем,0,0
54261,F,50.0,Женат/замужем,0,0
71714,M,20.0,,0,0
75834,M,35.0,,0,0
3480,M,55.0,Женат/замужем,2,0
46159,F,35.0,Гражданский брак,2,0
67151,F,30.0,Женат/замужем,0,0
74789,F,50.0,Разведен (а),0,0
2125,M,35.0,Женат/замужем,1,0
26148,F,25.0,,0,0
46963,F,40.0,Холост/не замужем,0,0
64422,M,15.0,,0,0
2880,F,45.0,Холост/не замужем,2,0
12136,F,30.0,Холост/не замужем,0,0
19650,M,35.0,,0,0
32661,F,40.0,Разведен (а),1,0
53093,M,40.0,Холост/не замужем,0,0
59257,M,45.0,Гражданский брак,0,0
78039,F,30.0,Холост/не замужем,0,0
41137,F,25.0,Гражданский брак,0,1
74689,F,40.0,Холост/не замужем,0,0
36095,F,30.0,Холост/не замужем,0,0
52153,F,35.0,Женат/замужем,0,0
69396,M,35.0,Холост/не замужем,0,0
82252,M,20.0,,0,0
15683,M,35.0,Женат/замужем,0,0
38030,M,25.0,,0,0
67798,M,55.0,Холост/не замужем,0,0
91843,F,50.0,"Вдовец, вдова",0,0
31351,M,25.0,Женат/замужем,0,0
35517,F,50.0,Холост/не замужем,0,0
47977,F,35.0,Разведен (а),0,0
83403,M,25.0,,0,0
11951,M,50.0,Гражданский брак,0,0
75051,F,30.0,Женат/замужем,0,0
42512,F,35.0,Женат/замужем,0,0
65699,F,45.0,Холост/не замужем,0,0
77406,F,30.0,Гражданский брак,0,0
76577,F,30.0,Женат/замужем,0,0
80800,M,30.0,Холост/не замужем,0,0
30923,M,50.0,Женат/замужем,0,0
43670,M,40.0,Разведен (а),0,1
49852,M,40.0,Женат/замужем,0,0
58057,M,25.0,Холост/не замужем,0,0
5886,F,35.0,,4,1
33821,M,25.0,Холост/не замужем,0,0
83192,F,25.0,,0,0
90594,F,65.0,"Вдовец, вдова",0,0
12138,M,35.0,Холост/не замужем,0,0
33188,F,35.0,Гражданский брак,0,0
45041,F,25.0,Женат/замужем,0,0
67872,F,55.0,Холост/не замужем,0,0
72507,M,40.0,,0,0
68487,F,30.0,Холост/не замужем,0,0
5175,F,35.0,Женат/замужем,1,0
32433,M,55.0,Женат/замужем,0,0
42361,M,35.0,,0,0
65597,F,55.0,Разведен (а),0,0
112,M,50.0,Женат/замужем,1,0
