party_rk,product1,product2,product3,product4,product5,product6,product7
255,0,1,1,1,1,0,1
23722,0,0,0,1,1,0,0
94437,0,1,0,0,1,0,0
76053,0,1,0,0,1,0,0
36409,0,1,0,0,0,0,1
564,0,0,0,1,0,1,0
54655,0,1,1,1,0,0,0
69188,0,0,0,1,1,0,0
44719,0,0,1,1,1,0,0
79958,1,1,0,0,1,0,0
86962,1,0,0,1,0,0,0
59477,0,0,0,1,1,1,0
57851,0,0,0,1,1,0,0
59571,0,1,0,1,1,0,0
94364,0,0,0,1,1,0,0
15835,0,1,0,0,1,0,0
77946,0,1,0,1,1,0,0
59070,0,0,1,1,1,0,0
73366,0,0,1,1,1,1,0
33926,0,1,0,0,0,0,0
72358,0,0,0,1,0,0,0
84179,0,1,0,1,1,0,0
65937,0,0,0,1,0,0,0
73097,1,1,0,0,0,0,0
74529,0,0,0,1,1,0,0
58293,0,1,0,0,1,0,0
5445,0,1,0,0,1,0,0
85386,0,0,0,1,0,0,0
80103,0,0,0,1,1,0,0
83953,1,0,0,1,0,0,0
49920,1,0,0,1,0,0,0
24054,0,1,0,1,1,0,0
86162,0,0,0,1,1,0,0
61806,0,1,0,1,0,0,0
37040,0,1,0,1,0,0,1
37957,0,1,0,0,1,0,1
1563,0,0,0,1,1,0,0
13811,0,1,0,0,0,0,0
53737,0,1,0,0,0,0,0
23949,0,1,0,0,1,0,0
32808,0,1,0,0,1,0,0
72082,0,1,0,0,1,0,0
82444,0,0,0,1,1,0,0
77668,0,0,1,1,1,1,0
73170,0,1,0,0,1,0,0
22172,0,1,0,1,0,0,0
72222,0,1,0,0,1,0,0
80064,0,1,0,0,1,0,0
42350,0,1,0,1,1,0,1
61365,0,1,0,1,0,0,0
12819,0,1,0,0,0,0,0
4778,0,1,0,0,1,0,0
39863,0,0,0,1,0,0,0
23245,1,1,1,1,1,0,0
24922,1,0,0,1,0,0,0
84537,1,0,1,1,1,0,0
46742,0,0,0,1,1,0,0
33325,0,0,1,1,0,0,0
57385,0,1,0,0,1,0,1
72986,0,0,0,1,1,0,0
68328,1,1,0,1,1,0,0
31769,0,1,0,0,1,0,0
11914,0,0,0,1,1,1,0
7482,0,1,0,0,0,0,0
80673,1,1,0,1,1,0,0
30743,0,0,0,1,1,0,0
41442,1,1,0,0,0,0,0
24227,0,0,1,1,0,1,0
68925,0,1,0,1,0,0,1
76164,0,1,0,1,1,0,1
65836,0,1,0,0,1,0,0
75025,0,0,1,1,0,0,0
25495,0,0,0,1,0,0,0
38799,0,1,0,0,1,0,0
31638,0,1,0,0,1,0,0
15029,0,1,0,0,0,0,0
34079,0,0,0,1,1,0,0
75116,0,1,0,1,1,0,0
54685,0,0,0,1,1,0,0
20582,1,1,0,1,0,0,1
74275,0,0,0,1,0,0,0
80798,0,0,0,1,0,0,0
90224,0,1,1,1,1,0,0
33652,0,1,0,0,1,0,0
79661,1,0,0,1,1,0,0
81452,0,0,0,1,1,0,0
8852,0,1,1,1,1,0,0
29068,0,1,0,1,0,0,0
17003,0,1,0,0,1,0,0
3403,0,0,0,1,0,0,1
3627,0,1,0,1,1,0,0
18353,0,1,0,1,0,0,1
20310,0,1,0,0,1,0,0
65153,0,1,0,0,1,0,0
23320,0,1,0,0,1,0,0
12955,0,1,0,0,1,0,0
30636,0,0,0,1,1,0,0
78396,0,1,0,0,1,0,0
12290,0,1,0,1,1,0,1
37384,0,0,0,1,0,0,0
68030,0,0,0,1,0,0,0
23869,0,1,0,0,1,0,0
53178,0,1,0,0,0,0,0
16409,1,1,0,1,1,0,1
71820,1,1,0,0,0,0,0
42436,0,1,0,1,1,0,1
7752,0,1,0,1,1,0,0
35184,0,1,0,1,0,0,0
14529,0,1,0,0,1,0,0
19117,0,0,0,1,1,0,0
71498,0,1,0,1,1,0,1
5629,0,1,0,0,0,0,1
1766,0,1,0,0,1,0,0
60594,0,1,1,1,1,0,0
20188,0,0,0,1,0,0,0
81061,0,1,0,0,0,0,0
79209,0,1,0,1,1,0,0
87613,0,0,1,1,1,0,0
81497,0,0,0,1,1,0,0
47634,0,1,0,0,1,0,0
63704,1,1,0,0,0,0,0
55584,0,0,0,1,1,0,0
50503,0,0,0,1,0,0,0
90368,0,0,1,1,1,0,0
8152,1,1,0,1,1,0,1
53808,0,0,0,1,1,0,0
83795,1,0,0,1,1,0,0
17360,0,1,0,1,0,0,0
93635,0,1,0,0,0,0,0
87270,1,0,1,1,0,0,0
51281,0,0,0,1,0,1,0
7423,0,1,1,1,0,0,0
82460,0,0,0,1,0,0,0
66519,0,1,0,0,0,0,0
62346,0,1,1,1,0,0,0
25994,0,0,0,1,1,0,0
40474,0,0,1,1,0,1,0
68400,0,1,1,1,1,0,0
46400,1,1,0,0,0,0,0
64797,0,0,1,1,0,0,0
25389,0,0,0,1,1,0,0
21910,1,0,0,1,1,0,0
17975,0,1,0,0,1,0,0
22714,1,1,1,1,1,0,0
16639,0,0,0,1,1,0,0
51387,0,0,0,1,1,0,0
61968,0,1,0,0,0,0,1
64612,0,1,0,0,1,0,0
54530,0,0,0,1,0,0,0
74769,0,0,1,1,0,0,0
62693,1,1,0,1,1,0,0
68913,0,1,0,0,0,0,0
29231,0,0,0,1,1,0,0
90394,1,0,1,1,1,0,0
6976,0,1,0,0,0,0,0
48821,0,1,0,1,1,0,0
41429,0,1,0,1,0,0,0
52436,0,1,0,0,1,0,0
46433,0,0,0,1,1,0,0
10202,0,0,0,1,1,0,0
85432,0,0,0,1,1,0,0
707,0,1,0,0,1,0,0
6049,0,1,0,1,1,0,0
18293,0,1,0,0,1,0,0
1260,0,1,0,1,1,0,0
27210,0,1,0,0,1,0,0
8056,0,0,0,1,0,1,0
37549,0,1,0,0,1,0,0
50943,1,1,0,0,1,0,0
71418,0,0,0,1,1,0,0
83069,0,1,0,0,1,0,0
63216,1,0,1,1,0,0,0
29881,0,1,0,1,0,0,0
32324,0,1,0,1,0,0,1
34766,0,0,0,1,1,0,0
89479,0,0,0,1,1,0,0
88091,0,0,0,1,1,0,0
59868,0,0,0,1,1,0,0
74160,0,0,0,1,1,0,1
73539,0,0,0,1,1,0,0
26296,0,1,0,1,0,0,0
19399,1,0,1,1,1,0,0
8393,0,1,0,0,0,0,0
51828,1,1,1,1,1,0,0
27292,0,1,0,1,1,0,0
62844,0,1,0,1,1,0,0
11830,0,1,0,0,1,0,0
82154,0,0,0,1,0,0,0
94337,1,1,0,1,1,0,0
44497,0,1,0,0,0,0,0
89870,0,0,0,1,1,0,0
14239,0,0,0,1,0,0,0
86337,0,0,0,1,1,0,0
54229,0,0,0,1,0,0,0
78213,0,1,0,0,1,0,0
61943,0,0,1,1,1,0,0
75170,0,1,0,0,1,0,0
60460,0,0,0,1,1,0,0
38698,1,1,0,0,1,0,0
10423,0,1,0,1,0,0,1
62237,0,1,0,0,1,0,0
89203,0,0,0,1,0,0,0
4038,1,1,0,1,0,0,1
5233,0,1,0,0,0,0,0
40725,0,1,0,1,0,0,0
6555,1,1,1,1,0,0,0
72647,0,1,0,0,0,0,0
80608,0,1,1,1,1,0,1
69215,0,1,0,0,1,0,0
80705,0,1,0,1,1,0,0
33253,0,1,0,1,1,0,1
40665,0,0,0,1,1,0,0
90247,0,0,0,1,1,0,0
51282,0,1,1,1,1,0,0
23637,0,1,0,0,0,0,0
88028,0,1,0,1,0,1,1
41587,0,0,0,1,0,0,0
53597,0,1,0,0,1,0,0
20136,0,0,0,1,0,0,1
55959,0,0,0,1,1,1,0
57451,0,0,0,1,1,0,0
85133,0,0,0,1,0,1,0
88671,0,0,1,1,0,0,0
74440,0,1,0,0,0,0,0
63293,0,1,1,0,1,0,0
88269,0,0,0,1,1,0,0
78891,0,1,0,1,0,0,0
36718,0,0,0,1,1,1,0
65243,1,1,0,1,1,0,1
84508,0,1,0,0,0,0,0
43388,0,0,0,1,1,0,0
9304,0,1,0,0,0,0,0
41369,0,0,1,1,1,0,0
76059,0,1,0,0,0,0,0
34541,1,1,1,1,1,0,0
23667,0,0,0,1,0,0,0
45976,0,0,0,1,1,0,0
79556,1,0,0,1,1,0,0
17250,0,1,0,0,1,0,1
87684,1,1,0,0,0,0,0
89982,0,0,0,1,1,0,0
3840,1,1,0,1,1,0,0
90596,0,0,1,1,1,0,0
10269,0,0,1,1,0,0,0
13920,0,1,0,0,0,0,0
55550,0,1,0,0,1,0,0
53980,0,1,0,0,0,0,0
49001,0,1,0,1,0,0,0
8754,1,1,0,1,1,0,1
50553,0,1,0,0,0,0,0
69687,0,1,0,0,1,0,0
31012,1,1,0,0,0,0,0
74365,0,0,0,1,0,0,0
94235,0,1,0,0,1,0,0
9322,0,1,1,1,1,0,0
20230,0,1,1,1,1,0,0
45662,0,1,0,1,1,0,1
76993,0,1,0,0,1,0,0
61741,0,1,0,0,0,0,0
24704,0,0,0,1,1,0,0
39623,0,0,0,1,1,0,0
83226,1,0,0,1,1,0,0
4145,1,1,0,0,0,0,0
29865,1,1,0,1,1,0,0
94532,0,1,0,0,0,0,0
36181,0,0,0,1,1,0,0
90996,0,1,0,0,0,0,0
140,0,1,1,0,1,0,0
27806,0,0,1,1,1,0,0
27394,0,1,0,0,0,0,0
64575,0,1,0,0,1,0,0
55888,0,0,0,1,0,1,0
76972,0,1,0,0,0,0,0
65295,1,1,0,0,1,0,0
77793,0,1,0,0,1,0,0
10978,0,1,0,1,0,0,0
67820,0,0,1,1,0,0,0
30088,0,1,0,1,1,0,0
80410,0,0,1,1,1,0,0
58783,1,1,1,1,0,0,1
72069,0,1,0,0,1,0,0
89504,0,0,0,1,0,0,0
47463,1,1,1,1,1,0,0
23569,0,1,0,1,1,0,0
7964,0,1,0,1,0,0,0
72029,0,0,0,1,1,0,1
42923,0,0,0,1,0,0,0
31822,0,0,0,1,1,0,0
21756,0,0,0,1,0,0,0
30967,0,1,0,1,0,0,0
20698,1,1,0,1,1,0,0
70418,0,1,0,0,1,0,1
77779,0,1,0,0,1,0,0
28532,0,0,0,1,1,0,0
93868,0,0,0,1,1,0,0
7004,0,1,0,0,1,0,0
68095,0,0,1,1,0,0,0
92237,1,0,0,1,0,0,0
92503,0,0,0,1,1,1,0
47446,0,1,0,1,0,0,0
44020,0,1,0,1,1,0,1
58842,0,0,0,1,0,0,0
25651,0,1,1,1,1,0,0
20003,0,0,0,1,1,0,1
71564,0,1,0,1,1,0,1
55673,0,0,0,1,0,0,0
71541,1,1,1,1,0,0,0
54544,0,1,0,0,1,0,0
76978,0,0,0,1,1,0,1
39221,0,0,0,1,0,0,0
48771,1,1,0,0,0,0,1
12915,0,1,0,1,0,0,0
45356,0,1,0,1,1,0,0
9238,1,0,0,1,1,1,0
23599,0,1,0,0,1,0,0
23360,0,0,0,1,1,0,0
81087,0,1,0,0,0,0,1
88740,1,1,0,0,0,0,0
64328,0,1,0,0,1,0,0
48504,0,0,0,1,0,0,0
13079,0,0,0,1,1,0,0
67715,0,1,1,1,1,0,0
62597,0,0,0,1,0,0,0
51472,0,1,0,1,1,0,0
39449,0,0,0,1,1,0,0
39576,0,0,1,1,0,0,0
93058,0,1,0,0,0,0,0
58997,0,1,0,0,1,0,0
31397,0,1,1,1,0,0,0
35081,0,1,0,0,0,0,0
26770,0,1,0,0,1,0,0
16074,0,0,0,1,1,0,0
17471,0,1,0,1,1,0,0
90272,1,0,0,1,0,0,0
17817,0,1,0,1,1,0,0
73971,0,1,0,0,1,0,0
42353,0,1,0,0,0,0,0
88633,0,0,0,1,0,0,0
39243,0,0,1,1,1,0,0
55304,0,0,0,1,0,0,1
44413,1,0,0,1,1,0,0
6675,1,1,0,0,1,0,0
61055,0,1,0,0,0,0,0
27171,0,0,0,1,1,0,0
12555,0,1,0,0,1,0,0
18502,0,1,0,0,1,0,0
6089,0,1,0,1,1,0,0
35273,0,1,0,1,1,0,0
27853,0,0,0,1,0,0,0
43066,0,1,0,1,0,0,1
23582,0,0,1,1,1,1,0
72951,0,1,0,0,1,0,0
63702,0,0,1,1,1,1,0
86112,0,0,0,1,0,0,0
40476,0,0,0,1,0,0,0
28444,0,1,0,0,1,0,0
33616,0,1,0,0,1,0,0
63751,0,1,0,0,1,0,1
40659,0,1,0,0,0,0,0
14008,0,1,0,0,0,0,0
58717,0,0,0,1,1,0,0
45053,0,1,0,1,1,0,1
85512,0,1,0,0,1,0,0
9314,0,1,0,0,1,0,0
56700,0,0,0,1,0,0,0
21859,0,0,1,1,1,0,0
62383,1,0,1,1,1,0,0
18790,0,1,0,0,1,0,0
64760,0,1,0,0,0,0,0
43380,0,0,1,1,1,0,0
76653,0,1,0,0,0,0,1
14819,1,1,1,1,0,0,1
17085,0,1,0,0,1,0,0
56929,0,1,0,1,1,0,0
25860,0,1,1,1,0,0,0
65227,1,1,0,0,1,0,1
44804,0,0,0,1,0,0,1
15904,0,0,0,1,1,0,0
65892,0,0,0,1,1,0,0
34329,0,0,0,1,1,0,0
46286,0,1,0,0,1,0,1
34309,0,1,0,0,0,0,0
66310,0,0,1,1,1,0,0
55821,0,1,0,1,1,0,0
47838,0,0,0,1,1,0,0
86008,0,1,1,1,0,0,0
55663,0,0,1,1,1,1,0
21775,0,1,0,0,1,0,0
39171,0,0,0,1,1,0,0
56731,0,0,0,1,1,0,0
22994,0,1,0,1,1,0,0
47973,0,0,0,1,1,0,0
85109,1,0,0,1,0,1,0
39256,0,0,0,1,0,0,0
34408,0,1,0,1,1,0,0
39914,0,0,0,1,0,0,0
38355,0,1,0,0,0,0,0
34048,0,1,0,0,0,0,0
58787,1,0,0,1,0,0,0
68848,0,0,1,1,0,0,0
41514,0,1,0,1,1,0,0
30763,0,1,0,0,1,0,0
70201,0,1,0,0,1,0,0
25057,0,1,0,1,1,0,0
88207,0,0,0,1,0,0,0
88968,0,0,1,1,1,0,0
49411,0,0,0,1,0,0,0
56716,0,0,0,1,1,0,0
31250,0,0,0,1,1,0,0
78863,0,1,1,1,1,0,0
34003,1,1,0,1,0,0,1
51602,0,0,0,1,0,0,0
2333,0,1,0,0,0,0,0
73821,0,0,0,1,1,0,0
27253,0,1,0,0,0,0,0
47716,0,0,0,1,0,0,0
51351,0,0,0,1,0,0,0
44493,0,1,0,1,1,0,0
14775,1,1,1,1,0,0,0
14475,0,0,0,1,1,0,0
470,0,1,0,0,1,0,0
12460,0,0,0,1,0,0,1
28538,0,1,0,0,1,0,0
42691,0,0,0,1,0,0,0
21052,0,0,0,1,1,0,0
14261,0,1,0,0,0,0,0
67328,0,0,0,1,0,0,0
41661,0,0,0,1,0,0,0
69006,0,1,0,0,0,0,0
77854,0,0,1,1,1,0,0
50747,0,0,0,1,0,1,0
31601,0,0,0,1,1,0,0
20449,1,1,0,1,1,0,0
87011,0,0,1,1,0,0,1
35293,0,0,0,1,1,0,0
26277,1,0,0,1,0,1,0
34226,0,1,0,0,0,0,0
19974,0,1,0,0,1,0,1
27517,0,1,0,0,0,0,1
74918,0,1,0,0,0,0,0
1252,0,1,0,0,0,0,0
32674,0,1,1,1,1,0,0
36617,0,1,0,0,0,0,0
45811,0,1,0,1,1,0,1
61259,0,0,0,1,1,0,0
30168,0,0,0,1,0,0,0
63240,1,0,0,1,0,0,0
63285,0,1,0,0,1,0,1
67732,0,0,0,1,1,0,0
27161,0,0,0,1,0,0,0
88439,0,0,1,1,1,1,0
90842,1,0,1,1,1,0,0
77768,0,1,0,0,1,0,0
53585,1,0,0,0,0,0,0
84140,0,1,0,1,1,0,0
79971,0,1,0,1,1,0,0
78405,0,0,0,1,0,0,0
18849,0,1,0,1,0,0,1
75103,1,0,0,1,1,0,1
8179,0,1,0,0,1,0,0
54306,0,0,0,1,0,0,0
52498,0,0,1,1,0,0,0
90901,0,0,0,1,1,0,0
76167,0,1,0,0,1,0,1
87813,0,1,0,0,1,0,0
80068,0,0,1,1,1,0,0
9645,1,1,0,0,1,0,0
9761,0,0,0,1,1,1,0
48188,0,0,0,1,1,0,0
39035,0,1,0,0,1,0,1
60957,0,0,0,1,1,0,0
64874,0,1,0,0,1,0,0
9027,0,1,0,1,1,0,0
9740,0,1,0,0,1,0,0
23017,1,0,0,1,1,0,0
66174,0,1,0,0,0,0,0
92409,1,0,0,1,0,0,0
54190,0,1,0,0,1,0,0
88718,0,1,0,0,0,0,0
68902,0,1,0,0,0,0,0
79228,0,1,0,0,0,0,1
1056,0,1,0,0,1,0,1
77181,0,0,1,1,1,1,0
13700,0,1,0,1,1,0,0
17070,0,1,0,1,1,0,0
20405,0,1,0,0,0,0,0
34370,0,0,0,1,0,0,0
68333,0,1,0,0,1,0,1
64282,0,1,0,0,1,0,0
89233,0,0,1,1,1,0,0
63141,1,1,0,1,0,0,1
60666,0,1,0,1,0,0,0
65598,0,0,0,1,0,0,1
50170,0,0,0,1,1,0,0
86306,1,1,1,1,0,0,0
73185,0,1,0,0,0,0,0
69863,0,1,0,1,1,0,1
76,0,0,0,1,0,0,0
80202,0,1,0,1,1,0,1
86720,0,0,0,1,1,0,0
75383,0,1,0,1,1,0,1
25413,0,1,0,1,1,0,0
56159,0,1,0,1,1,0,0
72512,0,1,0,0,1,0,0
52274,0,1,0,0,1,0,0
53728,0,1,0,1,1,0,0
36503,0,1,0,0,0,0,1
18439,0,1,0,1,1,1,0
92903,0,1,0,0,0,0,0
41829,0,1,0,1,0,0,0
50802,0,0,1,1,1,0,1
3122,0,1,0,0,0,0,0
933,0,1,0,0,0,0,0
73621,0,1,0,1,1,0,0
79508,1,0,1,1,0,0,0
26084,0,1,0,1,1,0,0
34310,0,1,0,1,0,0,1
62962,0,0,0,1,1,1,0
16897,0,1,0,0,1,0,0
93668,0,1,0,1,1,0,0
16814,1,0,1,1,0,0,0
1562,0,1,0,1,1,0,0
91522,0,0,0,1,1,0,0
39653,0,0,0,1,1,0,0
28645,0,1,0,1,1,0,1
32446,0,1,1,1,1,0,1
49586,0,0,0,1,1,1,0
20298,0,1,0,0,1,0,0
91456,0,1,1,1,0,0,0
93932,0,1,0,0,1,0,0
78419,0,0,1,1,1,0,0
45458,0,0,0,1,1,0,0
26203,0,1,0,1,0,0,1
43746,0,0,0,1,0,1,0
81656,0,1,0,1,0,0,0
94569,0,1,0,0,1,0,0
15482,0,0,0,1,1,0,0
23267,0,1,0,0,0,0,0
18458,0,1,0,0,0,0,1
65435,0,0,0,1,1,0,0
47971,0,0,0,1,0,0,0
90991,0,1,0,1,1,0,0
16060,0,0,0,1,0,0,0
89413,1,0,1,1,1,0,0
36277,0,1,0,1,1,0,0
59407,0,1,0,0,0,0,0
86856,0,0,0,1,0,0,0
80648,0,1,0,0,1,0,0
20480,0,1,0,0,1,0,1
38297,0,1,0,1,1,0,0
64592,0,0,0,1,0,0,0
54457,0,0,1,1,1,0,1
61088,0,0,0,1,0,0,0
63185,0,0,1,1,1,0,0
22119,0,1,0,1,0,0,0
91402,0,0,0,1,0,0,0
28704,0,1,0,0,0,0,0
89118,0,1,0,1,1,0,0
50844,1,1,0,1,1,0,0
10630,1,0,0,1,1,0,0
18988,0,1,0,1,0,0,0
40116,0,0,0,1,0,0,0
64481,0,1,0,0,0,0,0
10724,0,1,0,0,1,0,0
17121,0,1,0,0,0,0,0
52673,0,0,0,1,0,0,0
70690,0,0,0,1,0,0,0
27150,0,1,0,0,0,0,0
78184,0,1,0,0,1,0,1
74556,0,0,1,1,1,0,0
47088,1,1,1,1,1,0,0
13572,0,1,0,1,1,0,0
41284,0,1,0,1,0,0,0
74579,0,0,1,1,0,0,0
60708,0,0,0,1,1,0,0
84306,0,1,0,0,1,0,0
22444,0,1,0,1,0,0,0
77076,0,0,0,1,1,0,0
49748,0,0,0,1,1,0,0
71261,0,0,0,1,1,0,0
50001,0,0,0,1,1,0,0
69396,0,1,0,0,1,0,0
82528,1,1,0,0,0,0,0
43537,0,0,0,1,1,0,0
71619,0,1,0,0,0,0,0
55240,0,0,0,1,1,0,0
36465,0,1,0,0,1,0,0
79214,0,0,0,1,1,0,0
80546,0,1,0,0,0,0,0
62601,0,0,1,1,0,1,0
69835,0,1,0,0,0,0,0
11773,0,1,0,1,1,0,0
59476,0,0,0,1,0,0,0
47760,0,0,0,1,0,0,0
40941,0,1,0,0,0,0,0
33490,0,0,0,1,1,0,0
89010,1,1,1,1,1,0,1
27498,0,1,0,0,1,0,1
29864,0,1,1,1,1,0,1
31602,0,1,0,0,1,0,0
93916,0,1,0,0,1,0,0
34303,0,0,0,1,1,0,0
33518,0,1,0,0,0,0,0
77943,1,0,0,1,1,0,0
5131,0,1,0,1,1,0,0
38561,0,1,1,1,0,0,0
26055,0,1,0,1,0,0,1
20798,0,0,0,1,1,1,0
88596,0,0,0,1,1,0,0
2041,1,1,0,1,1,0,0
82424,0,1,0,1,1,0,0
7276,1,1,0,1,1,0,1
73582,1,1,0,0,1,0,0
86085,1,1,1,1,1,0,0
15067,0,0,0,1,0,0,1
53087,0,0,1,1,0,0,1
18110,0,1,1,1,0,0,0
26193,1,1,1,1,0,0,0
46420,0,1,0,1,0,0,0
19832,0,0,0,1,0,0,1
18134,1,1,1,1,0,0,0
37530,0,1,0,0,1,0,0
17380,0,1,0,0,1,0,0
41131,0,1,0,1,1,0,1
23449,0,0,1,1,0,1,0
87819,1,0,1,1,1,0,0
48965,1,1,0,1,1,1,0
47673,0,1,0,0,0,0,1
15392,0,0,0,1,1,1,0
37397,0,1,0,1,0,0,0
60823,0,1,0,0,1,0,0
55589,0,1,0,1,0,0,1
23586,0,1,0,1,1,0,0
91015,0,1,0,1,0,0,0
61090,0,0,0,1,1,0,0
83084,0,1,0,0,1,0,1
36773,0,0,0,1,0,0,0
85905,0,1,0,1,0,0,0
70000,0,1,0,0,1,0,0
75449,0,0,0,1,1,0,0
43950,0,0,0,1,0,0,1
52362,0,0,0,1,0,0,0
35395,0,1,1,0,1,0,0
9212,1,1,0,0,1,0,0
51581,0,1,0,1,1,0,1
8950,0,1,0,0,0,0,0
44588,0,1,0,0,0,0,0
33732,0,1,0,0,1,0,0
17398,0,0,0,1,0,0,0
16089,0,1,0,0,1,0,0
36695,0,0,1,1,0,0,0
37364,0,0,0,1,0,0,0
58037,0,1,0,1,0,0,0
56062,0,0,0,1,1,0,0
85722,0,0,0,1,1,0,0
90521,0,0,0,1,0,0,0
25890,1,1,0,1,1,0,1
21930,0,1,0,1,0,0,1
25992,0,0,0,1,0,1,0
28796,1,1,0,1,1,0,1
53157,1,1,0,1,1,0,1
68475,0,0,0,1,0,0,0
75117,0,0,0,1,1,0,0
82212,0,0,0,1,0,0,0
43591,0,0,0,1,1,0,0
7058,0,1,0,1,1,0,0
53308,0,1,0,1,0,1,0
33311,0,1,0,1,0,0,1
11165,0,1,0,1,0,0,1
15581,0,0,0,1,0,0,0
83519,0,1,0,0,1,0,0
90916,1,1,0,0,0,0,0
80687,0,0,0,1,0,0,0
59703,0,1,0,1,1,0,0
62647,0,0,0,1,1,0,1
50203,0,1,0,1,0,0,0
65987,0,0,0,1,1,0,0
94524,0,1,0,0,1,0,0
33427,0,1,1,1,1,1,0
48674,0,1,0,0,1,0,0
41375,0,0,1,1,1,0,0
60559,0,1,0,1,1,0,1
8199,1,1,0,1,0,0,1
23031,0,1,0,1,1,0,1
44252,0,1,0,0,1,0,0
26542,0,1,1,1,1,0,0
24846,0,1,0,0,1,0,0
81735,0,1,1,1,1,0,0
92984,0,1,0,0,1,0,1
82979,0,0,1,1,0,0,0
45904,0,1,0,0,0,0,0
72421,0,0,1,1,1,0,0
67444,0,0,1,1,1,0,0
87943,0,0,0,1,1,0,0
53682,0,1,0,0,1,0,0
91005,1,1,0,0,0,0,0
75918,0,1,0,0,1,0,0
72404,0,1,1,1,1,0,0
24494,0,1,0,0,1,0,0
76069,0,1,0,0,1,0,0
37032,0,0,1,1,1,0,0
74826,0,0,0,1,1,0,0
81306,1,0,0,1,1,0,0
33065,0,1,1,1,1,0,0
81515,0,1,0,1,1,0,0
22147,0,1,0,0,1,0,0
5586,0,0,0,1,0,0,0
1154,0,1,0,0,0,0,0
13155,1,0,0,1,1,0,0
17326,0,1,0,1,0,0,0
81898,0,1,0,0,1,0,0
51280,0,1,0,1,0,0,0
4094,0,1,0,0,0,0,0
24951,0,1,1,1,1,0,0
9071,0,0,0,1,1,0,0
40716,0,1,0,0,1,0,0
91706,0,0,0,1,0,0,0
16679,0,1,0,0,1,0,0
27652,0,1,0,0,1,0,0
61222,0,0,1,1,1,0,0
62253,0,0,0,1,1,0,0
84438,0,1,0,0,0,0,1
54210,0,1,1,1,1,0,0
22504,0,1,0,0,0,0,0
3034,1,0,1,1,0,0,0
39591,0,1,0,0,1,0,0
60159,0,0,0,1,1,0,0
25699,0,1,0,0,1,0,0
84178,0,1,0,0,1,0,0
55267,0,1,0,0,1,0,0
51388,0,1,0,1,0,0,0
39087,0,0,0,1,1,1,0
26260,0,1,0,0,1,0,0
48936,0,1,0,1,1,0,0
28401,1,0,1,1,0,0,0
92327,1,0,0,1,0,0,0
44100,0,0,0,1,1,0,0
70429,1,1,0,0,1,0,0
26198,0,1,0,0,1,0,0
15198,0,1,1,1,1,0,0
23620,0,1,0,1,1,0,0
5055,0,1,0,0,0,0,0
42567,0,1,0,0,1,0,0
25514,0,1,1,1,1,0,0
20407,1,1,0,0,0,0,0
24145,1,1,0,0,1,0,0
14979,1,0,1,1,1,0,0
24816,0,1,0,1,1,0,1
55429,1,1,0,1,1,0,1
86233,0,1,0,0,0,0,0
20917,0,1,0,0,0,0,0
17234,0,1,1,1,1,0,0
32225,0,0,0,1,0,0,0
5377,0,1,0,1,1,1,0
63102,0,1,0,0,0,0,1
59498,1,1,0,0,0,0,0
759,0,0,0,1,0,0,0
46953,0,1,0,1,0,0,1
69825,1,1,0,0,1,0,0
21304,0,0,0,1,1,0,0
69976,0,0,1,1,1,0,0
52956,1,0,0,1,1,1,0
53196,0,0,0,1,1,0,0
29908,0,1,0,1,0,0,0
10979,1,0,0,1,0,0,0
55709,0,0,0,1,1,0,0
31068,1,1,1,1,0,0,1
5299,0,1,0,1,0,0,0
60003,1,1,0,1,0,0,0
55222,0,1,0,0,1,0,0
27015,0,1,1,1,0,0,0
22003,1,1,1,1,0,0,0
80707,0,0,1,1,0,0,1
58512,0,1,0,1,1,0,1
7956,0,1,0,0,1,0,0
63703,1,1,0,1,0,0,1
66213,0,1,0,0,0,0,0
76035,0,1,0,0,1,0,1
1268,1,1,0,0,1,0,0
5213,1,1,0,1,1,0,0
52153,0,1,0,1,1,0,1
64558,0,1,0,0,1,0,0
38089,0,1,0,1,1,0,0
81772,0,0,0,1,1,0,0
2191,0,0,0,1,1,0,0
55436,0,1,0,1,1,0,0
25118,0,1,0,1,1,0,0
44529,0,1,0,1,0,0,1
44772,0,1,0,0,0,0,0
52431,0,0,0,1,1,0,0
79062,0,1,0,1,0,0,0
34686,0,1,0,0,0,0,0
30380,0,0,0,1,1,0,0
30557,0,0,0,1,0,0,0
38162,0,0,1,1,1,0,0
77243,1,1,0,0,0,0,0
1704,0,1,0,1,1,1,0
79648,1,1,0,0,1,0,0
10336,0,1,0,1,1,0,1
16263,0,1,0,1,1,0,0
84932,1,0,0,1,1,0,0
72277,0,0,0,1,0,0,0
20419,1,1,0,1,0,0,0
3097,0,1,0,0,0,0,0
21966,0,1,0,1,0,0,0
16667,1,1,0,1,1,0,1
48759,0,0,0,1,1,0,0
67290,0,1,0,0,1,0,0
32038,0,1,0,1,1,0,0
46671,0,1,0,0,1,0,0
15475,1,1,0,1,0,0,0
22578,0,1,0,1,1,0,0
45384,0,0,0,1,1,0,0
70316,0,0,1,1,1,1,0
2669,0,0,1,1,1,1,0
17007,0,1,0,1,1,0,1
82452,0,1,0,0,1,0,1
5318,0,1,0,1,0,1,0
9206,0,1,0,0,0,0,0
12000,1,1,0,0,1,0,0
60272,1,1,0,1,1,0,0
49851,0,1,0,0,0,0,1
